Date,Adj Close,Close,High,Low
10/07/2023,127.130,127.130,129.280,125.920
11/07/2023,128.780,128.780,129.770,127.350
12/07/2023,130.800,130.800,131.260,128.830
13/07/2023,134.300,134.300,134.670,132.710
14/07/2023,134.680,134.680,136.650,134.060
17/07/2023,133.560,133.560,135.620,133.210
18/07/2023,132.830,132.830,133.860,131.350
19/07/2023,135.360,135.360,135.990,132.530
20/07/2023,129.960,129.960,134.790,129.330
21/07/2023,130.000,130.000,131.370,128.420
24/07/2023,128.800,128.800,131.660,128.350
25/07/2023,129.130,129.130,129.580,128.530
26/07/2023,128.150,128.150,129.080,126.110
27/07/2023,128.250,128.250,132.630,127.790
28/07/2023,132.210,132.210,133.010,129.330
31/07/2023,133.680,133.680,133.870,132.380
01/08/2023,131.690,131.690,133.690,131.620
02/08/2023,128.210,128.210,130.230,126.820
03/08/2023,128.910,128.910,129.840,126.410
04/08/2023,139.570,139.570,143.630,139.320
07/08/2023,142.220,142.220,142.540,138.950
08/08/2023,139.940,139.940,140.840,138.420
09/08/2023,137.850,137.850,140.320,137.100
10/08/2023,138.560,138.560,140.410,137.490
11/08/2023,138.410,138.410,139.330,137.000
14/08/2023,140.570,140.570,140.590,137.750
15/08/2023,137.670,137.670,141.280,137.230
16/08/2023,135.070,135.070,137.270,135.010
17/08/2023,133.980,133.980,136.090,133.530
18/08/2023,133.220,133.220,134.070,131.150
21/08/2023,134.680,134.680,135.190,132.710
22/08/2023,134.250,134.250,135.650,133.730
23/08/2023,135.520,135.520,135.950,133.220
24/08/2023,131.840,131.840,136.780,131.830
25/08/2023,133.260,133.260,133.870,130.580
28/08/2023,133.140,133.140,133.950,131.850
29/08/2023,134.910,134.910,135.140,133.250
30/08/2023,135.070,135.070,135.680,133.920
31/08/2023,138.010,138.010,138.790,135.000
01/09/2023,138.120,138.120,139.960,136.880
05/09/2023,137.270,137.270,137.800,135.820
06/09/2023,135.360,135.360,137.450,134.610
07/09/2023,137.850,137.850,138.030,133.160
08/09/2023,138.230,138.230,138.850,136.750
11/09/2023,143.100,143.100,143.620,138.640
12/09/2023,141.230,141.230,143.000,140.610
13/09/2023,144.850,144.850,144.980,140.870
14/09/2023,144.720,144.720,145.860,142.950
15/09/2023,140.390,140.390,143.570,140.090
18/09/2023,139.980,139.980,141.750,139.220
19/09/2023,137.630,137.630,138.840,135.560
20/09/2023,135.290,135.290,139.370,135.200
21/09/2023,129.330,129.330,132.240,129.310
22/09/2023,129.120,129.120,132.030,128.520
25/09/2023,131.270,131.270,131.780,128.770
26/09/2023,125.980,125.980,130.390,125.280
27/09/2023,125.980,125.980,127.480,124.130
28/09/2023,125.980,125.980,126.580,123.040
29/09/2023,127.120,127.120,129.150,126.320
02/10/2023,129.460,129.460,130.470,126.540
03/10/2023,124.720,124.720,128.520,124.250
04/10/2023,127.000,127.000,127.360,125.680
05/10/2023,125.960,125.960,126.730,124.330
06/10/2023,127.960,127.960,128.450,124.130
09/10/2023,128.260,128.260,128.790,124.760
10/10/2023,129.480,129.480,130.740,128.050
11/10/2023,131.830,131.830,132.050,129.610
12/10/2023,132.330,132.330,134.480,131.230
13/10/2023,129.790,129.790,133.310,128.950
16/10/2023,132.550,132.550,133.070,130.430
17/10/2023,131.470,131.470,132.580,128.710
18/10/2023,128.130,128.130,130.670,127.510
19/10/2023,128.400,128.400,132.240,127.470
20/10/2023,125.170,125.170,128.170,124.970
23/10/2023,126.560,126.560,127.880,123.980
24/10/2023,128.560,128.560,128.800,126.340
25/10/2023,121.390,121.390,126.340,120.790
26/10/2023,119.570,119.570,121.640,118.350
27/10/2023,127.740,127.740,130.020,125.520
30/10/2023,132.710,132.710,133.000,128.560
31/10/2023,133.090,133.090,133.570,131.710
01/11/2023,137.000,137.000,137.350,133.710
02/11/2023,138.070,138.070,138.810,136.470
03/11/2023,138.600,138.600,139.490,137.450
06/11/2023,139.740,139.740,140.730,138.360
07/11/2023,142.710,142.710,143.370,140.500
08/11/2023,142.080,142.080,143.120,141.220
09/11/2023,140.600,140.600,142.650,139.840
10/11/2023,143.560,143.560,143.650,139.910
13/11/2023,142.590,142.590,143.230,140.670
14/11/2023,145.800,145.800,147.260,144.680
15/11/2023,143.200,143.200,147.290,142.590
16/11/2023,142.830,142.830,143.320,139.520
17/11/2023,145.180,145.180,145.230,142.540
20/11/2023,146.130,146.130,146.630,144.730
21/11/2023,143.900,143.900,144.050,141.500
22/11/2023,146.710,146.710,147.740,144.570
24/11/2023,146.740,146.740,147.200,145.320
27/11/2023,147.730,147.730,149.260,146.880
28/11/2023,147.030,147.030,147.600,145.530
29/11/2023,146.320,146.320,148.540,145.970
30/11/2023,146.090,146.090,146.930,144.330
01/12/2023,147.030,147.030,147.250,145.550
04/12/2023,144.840,144.840,145.350,142.810
05/12/2023,146.880,146.880,148.570,143.130
06/12/2023,144.520,144.520,147.850,144.280
07/12/2023,146.880,146.880,147.920,145.340
08/12/2023,147.420,147.420,147.840,145.400
11/12/2023,145.890,145.890,146.190,143.640
12/12/2023,147.480,147.480,147.500,145.300
13/12/2023,148.840,148.840,149.460,146.820
14/12/2023,147.420,147.420,150.540,145.520
15/12/2023,149.970,149.970,150.570,147.880
18/12/2023,154.070,154.070,154.850,150.050
19/12/2023,153.790,153.790,155.120,152.690
20/12/2023,152.120,152.120,155.630,151.560
21/12/2023,153.840,153.840,153.970,152.100
22/12/2023,153.420,153.420,154.350,152.710
26/12/2023,153.410,153.410,153.980,153.030
27/12/2023,153.340,153.340,154.780,153.120
28/12/2023,153.380,153.380,154.080,152.950
29/12/2023,151.940,151.940,153.890,151.030
02/01/2024,149.930,149.930,152.380,148.390
03/01/2024,148.470,148.470,151.050,148.330
04/01/2024,144.570,144.570,147.380,144.050
05/01/2024,145.240,145.240,146.590,144.530
08/01/2024,149.100,149.100,149.400,146.150
09/01/2024,151.370,151.370,151.710,148.210
10/01/2024,153.730,153.730,154.420,151.880
11/01/2024,155.180,155.180,157.170,153.120
12/01/2024,154.620,154.620,156.200,154.010
16/01/2024,153.160,153.160,154.990,152.150
17/01/2024,151.710,151.710,152.150,149.910
18/01/2024,153.500,153.500,153.780,151.820
19/01/2024,155.340,155.340,155.760,152.740
22/01/2024,154.780,154.780,157.050,153.900
23/01/2024,156.020,156.020,156.210,153.930
24/01/2024,156.870,156.870,158.510,156.480
25/01/2024,157.750,157.750,158.510,154.550
26/01/2024,159.120,159.120,160.720,157.910
29/01/2024,161.260,161.260,161.290,158.900
30/01/2024,159.000,159.000,161.730,158.490
31/01/2024,155.200,155.200,159.010,154.810
01/02/2024,159.280,159.280,159.760,155.620
02/02/2024,171.810,171.810,172.500,167.330
05/02/2024,170.310,170.310,170.550,167.700
06/02/2024,169.150,169.150,170.710,167.650
07/02/2024,170.530,170.530,170.880,168.940
08/02/2024,169.840,169.840,171.430,168.880
09/02/2024,174.450,174.450,175.000,170.580
12/02/2024,172.340,172.340,175.390,171.540
13/02/2024,168.640,168.640,170.950,165.750
14/02/2024,170.980,170.980,171.210,168.280
15/02/2024,169.800,169.800,171.170,167.590
16/02/2024,169.510,169.510,170.420,167.170
20/02/2024,167.080,167.080,168.710,165.740
21/02/2024,168.590,168.590,170.230,167.140
22/02/2024,174.580,174.580,174.800,171.770
23/02/2024,174.990,174.990,175.750,173.700
26/02/2024,174.730,174.730,176.370,174.260
27/02/2024,173.540,173.540,174.620,172.860
28/02/2024,173.160,173.160,174.050,172.270
29/02/2024,176.760,176.760,177.220,172.850
01/03/2024,178.220,178.220,178.730,176.070
04/03/2024,177.580,177.580,180.140,177.490
05/03/2024,174.120,174.120,176.930,173.300
06/03/2024,173.510,173.510,176.460,173.260
07/03/2024,176.820,176.820,177.990,173.720
08/03/2024,175.350,175.350,178.790,174.330
11/03/2024,171.960,171.960,174.470,171.470
12/03/2024,175.390,175.390,176.760,171.980
13/03/2024,176.560,176.560,177.620,175.550
14/03/2024,178.750,178.750,179.530,176.470
15/03/2024,174.420,174.420,177.930,173.900
18/03/2024,174.480,174.480,176.690,174.280
19/03/2024,175.900,175.900,176.090,173.520
20/03/2024,178.150,178.150,178.530,174.640
21/03/2024,178.150,178.150,181.420,178.150
22/03/2024,178.870,178.870,179.260,176.750
25/03/2024,179.710,179.710,180.990,177.240
26/03/2024,178.300,178.300,180.450,177.950
27/03/2024,179.830,179.830,180.000,177.310
28/03/2024,180.380,180.380,181.700,179.260
01/04/2024,180.970,180.970,183.000,179.950
02/04/2024,180.690,180.690,180.790,178.380
03/04/2024,182.410,182.410,182.870,179.800
04/04/2024,180.000,180.000,185.100,180.000
05/04/2024,185.070,185.070,186.270,181.970
08/04/2024,185.190,185.190,187.290,184.810
09/04/2024,185.670,185.670,187.340,184.200
10/04/2024,185.950,185.950,186.270,182.670
11/04/2024,189.050,189.050,189.770,185.510
12/04/2024,186.130,186.130,188.380,185.080
15/04/2024,183.620,183.620,188.690,183.000
16/04/2024,183.320,183.320,184.830,182.260
17/04/2024,181.280,181.280,184.570,179.820
18/04/2024,179.220,179.220,182.390,178.650
19/04/2024,174.630,174.630,179.000,173.440
22/04/2024,177.230,177.230,178.870,174.560
23/04/2024,179.540,179.540,179.930,175.980
24/04/2024,176.590,176.590,180.320,176.180
25/04/2024,173.670,173.670,173.920,166.320
26/04/2024,179.620,179.620,180.820,176.130
29/04/2024,180.960,180.960,183.530,179.390
30/04/2024,175.000,175.000,182.990,174.800
01/05/2024,179.000,179.000,185.150,176.560
02/05/2024,184.720,184.720,185.100,179.910
03/05/2024,186.210,186.210,187.870,185.420
06/05/2024,188.700,188.700,188.750,184.800
07/05/2024,188.760,188.760,189.940,187.310
08/05/2024,188.000,188.000,188.430,186.390
09/05/2024,189.500,189.500,191.700,187.440
10/05/2024,187.480,187.480,189.890,186.930
13/05/2024,186.570,186.570,188.310,185.360
14/05/2024,187.070,187.070,187.720,183.450
15/05/2024,185.990,185.990,186.720,182.730
16/05/2024,183.630,183.630,187.310,183.460
17/05/2024,184.700,184.700,185.300,183.350
20/05/2024,183.540,183.540,186.670,183.280
21/05/2024,183.150,183.150,183.260,180.750
22/05/2024,183.130,183.130,185.220,181.970
23/05/2024,181.050,181.050,184.760,180.080
24/05/2024,180.750,180.750,182.440,180.300
28/05/2024,182.150,182.150,182.240,179.490
29/05/2024,182.020,182.020,184.080,181.550
30/05/2024,179.320,179.320,181.340,178.360
31/05/2024,176.440,176.440,179.210,173.870
03/06/2024,178.340,178.340,178.700,175.920
04/06/2024,179.340,179.340,179.820,176.440
05/06/2024,181.280,181.280,181.500,178.750
06/06/2024,185.000,185.000,185.000,181.490
07/06/2024,184.300,184.300,186.290,183.360
10/06/2024,187.060,187.060,187.230,183.790
11/06/2024,187.230,187.230,187.770,184.540
12/06/2024,186.890,186.890,188.350,185.430
13/06/2024,183.830,183.830,187.670,182.670
14/06/2024,183.660,183.660,183.720,182.230
17/06/2024,184.060,184.060,185.000,181.220
18/06/2024,182.810,182.810,184.290,181.430
20/06/2024,186.100,186.100,186.510,182.720
21/06/2024,189.080,189.080,189.280,185.860
24/06/2024,185.570,185.570,191.000,185.330
25/06/2024,186.340,186.340,188.840,185.420
26/06/2024,193.610,193.610,194.800,186.260
27/06/2024,197.850,197.850,199.840,194.200
28/06/2024,193.250,193.250,198.850,192.500
01/07/2024,197.200,197.200,198.300,192.820
02/07/2024,200.000,200.000,200.430,195.930
03/07/2024,197.590,197.590,200.030,196.760
05/07/2024,200.000,200.000,200.550,198.170
08/07/2024,199.290,199.290,201.200,197.960
09/07/2024,199.340,199.340,200.570,199.050
10/07/2024,199.790,199.790,200.110,197.690
11/07/2024,195.050,195.050,200.270,192.860
12/07/2024,194.490,194.490,196.470,193.830
15/07/2024,192.720,192.720,196.190,190.830
16/07/2024,193.020,193.020,196.620,192.240
17/07/2024,187.930,187.930,191.580,185.990
18/07/2024,183.750,183.750,189.680,181.450
19/07/2024,183.130,183.130,184.930,180.110
22/07/2024,182.550,182.550,185.060,182.480
23/07/2024,186.410,186.410,189.390,183.560
24/07/2024,180.830,180.830,185.450,180.410
25/07/2024,179.850,179.850,183.900,176.800
26/07/2024,182.500,182.500,183.190,180.240
29/07/2024,183.200,183.200,184.750,182.380
30/07/2024,181.710,181.710,185.860,179.380
31/07/2024,186.980,186.980,187.940,184.460
01/08/2024,184.070,184.070,190.600,181.870
02/08/2024,167.900,167.900,168.770,160.550
05/08/2024,161.020,161.020,162.960,151.610
06/08/2024,161.930,161.930,165.080,158.540
07/08/2024,162.770,162.770,167.580,161.430
08/08/2024,165.800,165.800,166.690,162.550
09/08/2024,166.940,166.940,168.550,165.850
12/08/2024,166.800,166.800,168.550,166.110
13/08/2024,170.230,170.230,171.040,167.100
14/08/2024,170.100,170.100,172.280,168.860
15/08/2024,177.590,177.590,177.910,173.990
16/08/2024,177.060,177.060,178.340,176.260
19/08/2024,178.220,178.220,178.300,176.160
20/08/2024,178.880,178.880,179.010,177.430
21/08/2024,180.110,180.110,182.390,178.890
22/08/2024,176.130,176.130,181.470,175.680
23/08/2024,177.040,177.040,178.970,175.240
26/08/2024,175.500,175.500,177.470,174.300
27/08/2024,173.120,173.120,174.890,172.250
28/08/2024,170.800,170.800,173.690,168.920
29/08/2024,172.120,172.120,174.290,170.810
30/08/2024,178.500,178.500,178.900,172.600
03/09/2024,176.250,176.250,178.260,175.260
04/09/2024,173.330,173.330,175.980,172.540
05/09/2024,177.890,177.890,179.880,175.000
06/09/2024,171.390,171.390,178.380,171.160
09/09/2024,175.400,175.400,175.850,173.510
10/09/2024,179.550,179.550,180.500,176.790
11/09/2024,184.520,184.520,184.990,175.730
12/09/2024,187.000,187.000,187.410,183.540
13/09/2024,186.490,186.490,188.500,185.910
16/09/2024,184.890,184.890,185.810,183.360
17/09/2024,186.880,186.880,189.450,186.140
18/09/2024,186.430,186.430,188.800,185.060
19/09/2024,189.870,189.870,190.990,188.470
20/09/2024,191.600,191.600,191.840,187.410
23/09/2024,193.880,193.880,194.450,190.570
24/09/2024,193.960,193.960,195.370,190.130
25/09/2024,192.530,192.530,193.950,192.160
26/09/2024,191.160,191.160,194.530,189.540
27/09/2024,187.970,187.970,190.900,187.340
30/09/2024,186.330,186.330,188.490,184.650
01/10/2024,185.130,185.130,186.190,183.450
02/10/2024,184.760,184.760,186.600,184.040
03/10/2024,181.960,181.960,183.440,180.880
04/10/2024,186.510,186.510,187.600,183.600
07/10/2024,180.800,180.800,183.600,180.250
08/10/2024,182.720,182.720,183.090,180.920
09/10/2024,185.170,185.170,185.850,182.050
10/10/2024,186.650,186.650,188.130,185.830
11/10/2024,188.820,188.820,189.930,186.300
14/10/2024,187.540,187.540,189.830,187.360
15/10/2024,187.690,187.690,188.410,184.580
16/10/2024,186.890,186.890,187.780,185.610
17/10/2024,187.530,187.530,188.940,186.000
18/10/2024,188.990,188.990,190.740,186.280
21/10/2024,189.070,189.070,189.460,186.400
22/10/2024,189.700,189.700,191.520,186.980
23/10/2024,184.710,184.710,189.160,183.690
24/10/2024,186.380,186.380,187.110,183.860
25/10/2024,187.830,187.830,190.450,187.530
28/10/2024,188.390,188.390,190.210,188.210
29/10/2024,190.830,190.830,191.460,187.820
30/10/2024,192.730,192.730,195.610,192.420
31/10/2024,186.400,186.400,190.600,185.230
01/11/2024,197.930,197.930,200.500,197.020
04/11/2024,195.780,195.780,197.330,194.310
05/11/2024,199.500,199.500,199.820,195.990
06/11/2024,207.090,207.090,207.550,199.140
07/11/2024,210.050,210.050,212.250,207.190
08/11/2024,208.180,208.180,209.960,207.440
